2018-05-17T08:01:30.483+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:42294 #19 (13 connections now open)
2018-05-17T08:01:30.484+0000 I NETWORK  [conn18] received client metadata from 172.23.0.3:42286 conn18: { driver: { name: "nodejs", version: "3.1.0-beta4" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.9.87-linuxkit-aufs" }, platform: "Node.js v8.11.2, LE, mongodb-core: 3.1.0-beta4" }
2018-05-17T08:01:30.485+0000 I NETWORK  [conn19] received client metadata from 172.23.0.3:42294 conn19: { driver: { name: "nodejs", version: "3.1.0-beta4" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.9.87-linuxkit-aufs" }, platform: "Node.js v8.11.2, LE, mongodb-core: 3.1.0-beta4" }
2018-05-17T08:01:30.516+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:42316 #20 (14 connections now open)
2018-05-17T08:01:30.517+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:42324 #21 (15 connections now open)
2018-05-17T08:01:30.517+0000 I NETWORK  [conn20] received client metadata from 172.23.0.3:42316 conn20: { driver: { name: "nodejs", version: "3.1.0-beta4" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.9.87-linuxkit-aufs" }, platform: "Node.js v8.11.2, LE, mongodb-core: 3.1.0-beta4" }
2018-05-17T08:01:30.519+0000 I NETWORK  [conn21] received client metadata from 172.23.0.3:42324 conn21: { driver: { name: "nodejs", version: "3.1.0-beta4" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.9.87-linuxkit-aufs" }, platform: "Node.js v8.11.2, LE, mongodb-core: 3.1.0-beta4" }
2018-05-17T08:01:30.525+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:49218 #22 (16 connections now open)
2018-05-17T08:01:30.537+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:49242 #23 (17 connections now open)
2018-05-17T08:01:30.538+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:49250 #24 (18 connections now open)
2018-05-17T08:01:30.539+0000 I NETWORK  [conn22] received client metadata from 172.23.0.4:49218 conn22: { driver: { name: "nodejs", version: "3.1.0-beta4" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.9.87-linuxkit-aufs" }, platform: "Node.js v8.11.2, LE, mongodb-core: 3.1.0-beta4" }
2018-05-17T08:01:30.544+0000 I NETWORK  [conn24] received client metadata from 172.23.0.4:49250 conn24: { driver: { name: "nodejs", version: "3.1.0-beta4" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.9.87-linuxkit-aufs" }, platform: "Node.js v8.11.2, LE, mongodb-core: 3.1.0-beta4" }
